region,n_days,temp_range,temp_mean,temp_sd,temp_p1,temp_p99,deaths_total,deaths_mean,deaths_zero_pct,converged,vcov_finite,vcov_positive,rr_p99,rr_p99_se,rr_p1,rr_p1_se,se_category,status
3510,5479,21.7188568115234,21.8131277338826,3.08227387674849,13.6937876319885,27.8852444076538,509337,92.9616718379266,0,TRUE,TRUE,TRUE,1.43229799618883,0.0346600941719949,1.39633776103735,0.0450456747604513,valid,success
3511,5479,13.2984266281128,22.4005030281985,2.28082193820273,17.4700633239746,26.7943323135376,174713,31.8877532396423,0,TRUE,TRUE,TRUE,1.17012985303917,0.24435198065687,1.42614198179474,0.370088757945996,valid,success
4101,5479,21.1762537956238,19.2585747473038,3.45931140659181,10.3259374046326,25.4891980743408,249572,45.5506479284541,0,TRUE,TRUE,TRUE,1.10467051386092,0.112976408880364,1.56503403772996,0.222103604168795,valid,success
4102,5449,24.8864147663116,18.4140968179239,3.69503770229602,7.51196666717529,24.7032865142822,30435,5.58542851899431,0,TRUE,TRUE,TRUE,1.36634348087648,0.349480053188324,2.33804936007328,0.881797463911524,valid,success
4103,5479,25.9876976013184,21.3381639103055,4.340570728067,8.94271030426025,28.5389344024658,138761,25.3259718926812,0,TRUE,TRUE,TRUE,1.35296051862701,0.0713744737525995,1.3868794820195,0.0772366402008992,valid,success
4104,5479,25.2918767929077,22.6464970894681,3.83866660972506,11.393022518158,29.3311520004272,145377,26.5334915130498,0,TRUE,TRUE,TRUE,1.50083641276923,0.0744981378311821,1.62447498688874,0.0910005963548477,valid,success
4105,5479,23.9480266571045,21.6715412947531,3.54842387732376,11.8672945594788,28.2248293685913,163644,29.8674940682606,0,TRUE,TRUE,TRUE,1.3271239635986,0.0612156564676645,1.48201102848246,0.0784076146109267,valid,success
4106,5479,23.4177529811859,18.7882088464767,3.61956120642737,8.77776720046997,25.1235277175903,68579,12.5167001277605,0,TRUE,TRUE,TRUE,1.2243269584815,0.14853270794253,2.29519383361183,0.46226062456164,valid,success
4201,5477,13.5126829147339,20.9791578375033,2.52280129224389,15.6788351821899,26.1238133239746,64949,11.8584991783823,0,TRUE,TRUE,TRUE,1.10733527667295,0.17510454203963,1.33922272555724,0.317002625366131,valid,success
4202,5479,13.7939977645874,19.7263529706684,2.62435776660018,14.2685287857056,25.1938523864746,65365,11.9300967329805,0,TRUE,TRUE,TRUE,1.04643825699073,0.093146668897195,1.51640991676429,0.134119104596082,valid,success
4203,5414,24.423241019249,16.1374995992287,4.10216724107059,5.15817170619965,23.2567925262451,28652,5.29220539342446,0,TRUE,TRUE,TRUE,1.05826906272316,0.119388984504612,1.33073101596634,0.165605417306187,valid,success
4204,5479,25.8863832950592,19.1283932254793,4.33582970348189,7.0085489654541,26.4456317138672,74410,13.5809454279978,0,TRUE,TRUE,TRUE,1.05023599263625,0.0794293639984972,1.49956850338649,0.128798811570518,valid,success
